,episode,reward,alloc_lte,alloc_nr,demand_lte,demand_nr
959,959,-0.11008076,25.636398,29.574766,26.100168,20.134268
960,960,-0.033374604,27.630575,25.36807,26.315517,20.23812
961,961,-0.015996212,30.886002,19.91528,26.273603,19.255589
962,962,-0.0057205176,24.734901,21.20396,26.237635,19.447166
963,963,-1.4146583,32.670876,27.329128,26.192894,18.942139
964,964,-0.119487956,16.759212,25.284515,26.235481,19.01937
965,965,-0.122059405,23.446943,27.167496,26.20339,18.322302
966,966,-0.5842093,9.280258,35.585487,26.024902,19.044058
967,967,-0.5071643,17.931265,35.776947,26.3932,18.302618
968,968,-0.6487647,2.0548496,31.336613,26.374405,18.778038
969,969,-0.61491954,4.9875426,33.37384,26.301973,18.994184
970,970,-0.31522185,9.288746,27.54374,26.283722,18.854973
971,971,-0.2946158,11.323765,27.368217,26.300898,18.067963
972,972,-0.35046774,6.129882,25.768517,26.239553,19.273037
973,973,-0.2857898,9.795506,26.976257,26.205954,18.94928
974,974,-0.66247386,1.0166861,29.56662,26.179543,18.102024
975,975,-0.31547087,8.764445,27.590368,26.135506,19.227472
976,976,-0.21328272,12.451314,26.413883,26.269289,19.041994
977,977,-0.32324052,14.454892,30.135118,26.297308,18.08725
978,978,-0.5537722,1.0355432,27.48226,26.307104,19.221144
979,979,-0.44182226,12.206382,32.177135,26.266603,18.151186
980,980,-0.447251,3.0023215,35.77397,21.196089,25.604946
981,981,-0.2962442,7.574399,38.099693,18.87734,25.678612
982,982,-0.14360061,21.28048,38.719517,19.340298,25.36592
983,983,-0.003861587,19.856085,27.751919,20.17707,25.544146
984,984,-0.93370956,27.172379,32.827625,20.94904,25.536703
985,985,-0.06706483,28.313007,29.566082,21.339098,25.372185
986,986,-0.28677964,13.6606045,42.719803,20.902225,25.528036
987,987,-0.0938816,29.033867,26.987503,20.331663,25.278873
988,988,-0.0018828292,19.2947,26.684319,20.084656,25.483944
989,989,-0.008615,19.938047,28.841616,19.164705,25.639118
990,990,-0.18259825,7.718806,20.15641,17.82556,25.485888
991,991,-0.016113387,18.12736,21.285387,18.014538,25.93909
992,992,-0.023190375,14.485092,27.891247,18.137152,25.911795
993,993,-0.078851454,26.835936,26.699074,19.226147,25.864191
994,994,-0.03431143,24.05806,23.607403,19.309582,25.950052
995,995,-0.10027838,10.515829,23.898266,18.850628,25.728506
996,996,-0.07172765,16.244177,16.940264,19.218191,25.890625
997,997,-0.23710626,8.383343,15.623637,19.16636,25.91436
998,998,-0.16113408,8.063568,23.41827,18.352823,25.71155
999,999,-0.1141305,18.065819,13.411659,18.414797,25.662878
1000,1000,-0.11815212,18.876205,13.055705,18.335443,25.361513
1001,1001,-0.17729658,17.09043,10.573938,18.759493,25.714392
1002,1002,-0.07395751,23.950665,18.256517,18.932108,25.308874
1003,1003,-0.03146834,22.719458,19.213425,22.729877,25.6477
1004,1004,-0.10840733,32.330635,27.669363,26.142017,19.750212
1005,1005,-0.1347797,27.854815,30.517338,26.097864,20.146011
1006,1006,-0.045085948,33.00703,22.964464,26.070887,20.157589
1007,1007,-0.110743135,31.817085,28.182913,25.79453,20.007425
1008,1008,-1.0530907,32.599144,27.40086,25.756638,20.33156
1009,1009,-0.080306284,36.004616,21.727448,25.949047,19.712612
1010,1010,-0.07741727,33.66668,24.594849,26.063944,19.456427
1011,1011,-0.21896683,29.060425,30.939575,25.91694,18.74495
1012,1012,-0.4879223,17.02386,36.951187,25.93035,19.183348
1013,1013,-0.04435647,31.34419,22.349691,25.667152,18.6328
1014,1014,-0.20750701,15.316184,28.2267,25.716768,18.79963
1015,1015,-0.031747203,23.12666,22.939226,25.501486,18.587196
1016,1016,-0.0030720513,23.20732,18.306824,25.181038,18.319748
1017,1017,-0.15552159,16.537231,25.821758,25.513264,18.022594
1018,1018,-0.060998242,26.041857,25.021446,25.58766,18.5505
1019,1019,-0.07662529,20.621737,24.285746,25.692932,18.149801
1020,1020,-0.14045115,34.401085,25.598917,25.517996,18.289495
1021,1021,-0.030082889,30.479239,19.713253,24.998335,17.76006
1022,1022,-0.10772951,27.105736,27.265331,25.66514,18.665049
1023,1023,-0.31636077,12.056072,29.30008,25.427681,18.349113
1024,1024,-0.010107379,28.035118,20.321198,25.53017,18.425291
1025,1025,-0.080822006,26.90803,25.470451,25.500814,18.216019
1026,1026,-0.39925426,13.684709,32.729713,25.440044,18.545357
1027,1027,-0.04552548,25.860533,23.957867,25.356312,18.413681
1028,1028,-0.050243717,26.41865,33.58135,25.463037,25.54165
1029,1029,-0.03425224,28.387373,31.612629,25.349943,25.645103
1030,1030,-0.073274545,24.700994,35.299004,25.167877,25.53518
1031,1031,-0.67798084,25.622162,34.377842,25.054396,25.458183
1032,1032,-0.06382507,33.877758,26.122242,25.00098,25.122217
1033,1033,-0.043961003,29.258451,30.741549,25.082735,24.68464
1034,1034,-0.05399402,32.8279,27.172096,24.926022,25.007715
1035,1035,-0.04711203,28.700739,31.29926,24.658138,24.850332
1036,1036,-0.07528757,25.160723,34.83928,24.615156,25.11108
1037,1037,-0.066762015,33.592236,26.407763,24.639797,25.418861
1038,1038,-0.0832934,34.47116,25.528835,24.487516,25.050426
1039,1039,-0.055291623,26.577734,33.422268,24.792524,25.230995
1040,1040,-0.053729646,33.1848,26.8152,25.091627,25.332811
1041,1041,-0.040238008,27.61545,32.38455,24.988113,25.631264
1042,1042,-0.03533325,28.739334,31.260664,24.941534,25.667652
1043,1043,-0.050298557,32.727978,27.272024,24.973423,25.616024
1044,1044,-0.038889866,28.857615,31.142382,24.831244,25.382814
1045,1045,-0.054079063,25.901535,34.098465,24.66181,25.734507
1046,1046,-0.033457667,28.712254,31.287743,24.848919,25.927385
1047,1047,-0.034342106,30.061981,29.938019,24.830093,25.901493
1048,1048,-0.04966765,26.635159,33.36484,24.050043,25.73893
1049,1049,-0.04616037,26.405912,33.59409,24.698135,25.923948
1050,1050,-0.034620184,29.837517,30.162485,24.717741,25.950935
1051,1051,-0.48439804,26.66139,33.338615,25.025562,25.854277
1052,1052,-0.08095423,30.404667,23.10354,24.933767,17.276388
1053,1053,-0.4786093,23.712782,36.287216,24.858944,18.352009
1054,1054,-0.20003024,28.540033,31.459965,24.928574,19.471552
1055,1055,-0.26072645,26.642473,33.357525,24.877932,19.409424
1056,1056,-0.14368854,30.278185,29.721817,25.17221,19.86463
1057,1057,-0.25805035,25.63981,34.360188,25.721209,19.995518
1058,1058,-0.25420848,25.464256,34.273304,25.624481,20.007694
1059,1059,-0.1844166,19.546238,30.81306,25.811924,19.793905
1060,1060,-0.01190811,26.065022,22.030128,25.963264,19.08568
1061,1061,-0.0564255,27.505602,25.676456,25.84787,19.309175
1062,1062,-0.14643389,17.030697,26.786583,26.102274,18.932722
1063,1063,-0.2368825,16.404974,30.542805,22.90484,18.771486
1064,1064,-0.17005579,14.790397,28.551176,18.87238,18.520506
1065,1065,-0.0038947903,19.092539,20.518715,18.56385,18.936785
1066,1066,-0.13573572,9.0554905,17.919706,18.841002,18.695736
1067,1067,-0.35314116,8.23553,30.418121,19.863733,18.975925
1068,1068,-0.11013589,21.876736,26.85311,19.760479,18.431057
1069,1069,-0.18338,26.669327,29.124004,20.867643,18.936064
1070,1070,-0.26230958,29.210728,30.78927,21.749413,18.797892
1071,1071,-0.003881911,20.941948,18.83312,19.246151,18.84308
1072,1072,-0.12648357,18.646654,9.285494,19.269695,18.642504
1073,1073,-0.3234393,14.65124,4.5738974,20.011282,18.929827
1074,1074,-0.1723533,12.299346,9.598027,18.513906,18.51819
1075,1075,-0.32686505,17.447144,3.6448498,17.914473,18.994953
1076,1076,-0.0032556208,19.25487,27.144455,18.295551,25.575788
1077,1077,-0.067378014,24.83774,24.814215,18.18864,25.673208
1078,1078,-0.110168934,28.384785,29.175629,19.61576,25.522022
1079,1079,-0.1618937,32.350418,27.649578,20.7004,25.507477
1080,1080,-0.19958954,32.982136,27.017864,20.259222,25.269432
1081,1081,-0.044725783,25.4869,19.99622,21.074915,25.427553
1082,1082,-0.32826674,29.979994,9.037571,20.124023,25.493685
1083,1083,-0.51373166,17.430988,0.0,20.893469,24.979267
1084,1084,-0.42019793,29.568676,5.151014,20.290771,25.0727
1085,1085,-0.15025488,30.404564,20.670593,20.096973,25.630707
1086,1086,-0.23284341,33.639477,26.360523,20.005241,25.47816
1087,1087,-0.023117835,21.882254,20.478304,19.777256,25.183445
1088,1088,-0.002513946,27.327036,26.317791,25.707058,25.48919
1089,1089,-0.113575675,36.318733,18.549343,25.9761,25.133074
1090,1090,-0.034728933,32.174736,27.825264,25.9336,25.125956
1091,1091,-0.04172089,33.340904,26.659096,26.056862,24.850489
1092,1092,-0.11556774,37.619152,22.380848,25.61106,25.04327
1093,1093,-0.04243584,27.534588,32.465412,25.504742,25.358738
1094,1094,-0.11413195,23.281748,36.718254,25.650658,24.999512
1095,1095,-0.030975703,29.656137,30.343863,25.68846,25.388517
1096,1096,-0.035458304,27.637194,32.36281,25.234224,25.917334
1097,1097,-0.043422032,32.357986,27.64201,25.165464,25.789948
1098,1098,-0.04347041,32.42674,27.573263,25.177053,25.927973
1099,1099,-1.3515915,22.174854,37.825153,25.372255,25.567205
1100,1100,-0.13323921,30.392475,29.607527,25.198713,20.096302
1101,1101,-2.5323124,28.335285,31.664719,25.165724,18.997864
1102,1102,-0.32056507,24.114824,35.885174,24.465063,19.929808
1103,1103,-0.08432838,30.002476,29.997524,24.997587,22.080257
1104,1104,-0.09308988,31.180012,28.819986,25.056137,21.26008
1105,1105,-1.9047344,28.949802,31.050203,24.687334,19.87102
1106,1106,-0.18884689,29.550207,30.449793,24.312885,19.326101
1107,1107,-0.25084618,25.89648,32.248436,24.877447,18.890583
1108,1108,-0.15172385,19.270882,27.060993,23.661388,17.818897
1109,1109,-0.043356076,28.409723,21.558165,23.674171,17.727268
1110,1110,-0.31315696,22.95261,35.895855,24.653366,20.071632
1111,1111,-0.12575318,16.840218,30.765194,20.812689,21.017883
1112,1112,-0.21318612,17.004562,30.754974,19.809345,18.782396
1113,1113,-0.16242291,14.920786,29.44125,21.088406,19.769932
1114,1114,-0.045867305,23.090214,25.799694,20.600788,20.191875
1115,1115,-0.38596386,8.326712,31.938898,19.95221,19.268255
1116,1116,-0.0075011333,18.423882,20.276047,20.718699,19.26848
1117,1117,-0.013725629,22.983444,21.110352,20.201454,19.329655
1118,1118,-0.011525492,22.750736,17.627407,20.106033,19.073582
1119,1119,-0.0999074,28.763279,17.461262,19.94838,18.724583
1120,1120,-0.042147227,21.814476,13.081303,19.853243,17.993841
1121,1121,-0.19721895,31.169325,13.427603,19.712683,17.622606
1122,1122,-0.2675194,30.663532,10.1839905,19.772375,19.632847
1123,1123,-0.85399055,32.29954,27.700462,26.68018,20.780039
1124,1124,-0.120694846,34.475506,24.184956,24.020733,19.695566
1125,1125,-0.12799267,30.212414,28.280975,25.113592,19.325178
1126,1126,-0.15297014,28.841995,28.862396,24.264719,18.988953
1127,1127,-0.09028093,34.772457,14.63585,25.42248,18.593014
1128,1128,-0.023047578,28.429296,20.437191,24.838125,17.637785
1129,1129,-0.1886706,21.694834,6.5439377,20.933334,16.918274
1130,1130,-0.1997369,9.9525175,10.124966,20.461176,16.029985
1131,1131,-0.20314427,7.507455,20.049341,19.800728,17.520424
1132,1132,-0.13146907,14.4553995,25.512318,20.034935,17.833807
1133,1133,-0.11663349,10.273885,17.497284,19.870071,17.592688
1134,1134,-0.08082468,12.603825,21.414997,19.958979,18.448952
1135,1135,-0.03658337,21.586082,22.733185,19.675371,18.150827
1136,1136,-0.10985426,30.705082,13.89049,22.199339,19.02818
1137,1137,-0.030771255,30.346106,15.918544,25.663715,19.134909
1138,1138,-0.019908592,28.74657,16.97934,24.548002,18.924437
1139,1139,-0.1699323,30.138653,8.474233,24.787613,18.484007
1140,1140,-0.12924054,29.164837,9.763768,23.814644,17.950747
1141,1141,-0.08134584,29.774088,11.061581,24.600418,16.866879
1142,1142,-0.033677176,20.461412,13.202912,24.444063,16.54523
1143,1143,-0.027652543,19.021568,18.05051,24.829477,18.499998
1144,1144,-0.12555581,24.608398,29.180817,24.47769,19.439856
1145,1145,-0.31389022,16.21665,31.81709,23.334415,18.378038
1146,1146,-0.012291224,27.381422,19.717157,24.199532,18.165718
1147,1147,-0.11160103,15.645327,13.391322,25.160475,18.681213
1148,1148,-0.02047308,19.449795,20.94571,24.25097,20.104536
1149,1149,-0.4852444,20.850962,39.149036,24.988535,19.861324
1150,1150,-0.120599896,17.03567,12.433028,25.245817,19.673164
1151,1151,-0.2910009,24.174072,34.976894,24.974157,19.848228
1152,1152,-0.27725232,26.173195,33.826805,25.309526,19.397568
1153,1153,-0.03402727,24.490494,23.62476,25.62104,18.792858
1154,1154,-0.036320917,18.726221,18.805046,25.63327,18.917082
1155,1155,-0.1321896,20.092278,27.06529,24.388548,18.249624
1156,1156,-0.13698733,10.2454815,15.219516,20.642431,17.747696
1157,1157,-0.09974235,11.628486,18.89489,20.260963,16.662285
1158,1158,-0.21330501,7.0897985,15.414646,20.333113,16.207893
1159,1159,-0.2699956,10.500333,26.01126,20.062395,16.681257
1160,1160,-0.15383503,10.411542,12.751658,20.372412,17.277086
1161,1161,-0.17313673,14.873246,26.75509,19.524109,17.395136
1162,1162,-0.025796682,16.091896,15.472945,19.550766,18.043318
1163,1163,-0.1919114,9.532811,25.231422,19.386518,18.63158
1164,1164,-0.06546828,14.1255045,14.100385,18.864744,19.065666
1165,1165,-0.033001166,18.608412,14.297909,18.767752,19.2375
1166,1166,-0.50993925,8.117244,2.9949098,18.440552,18.779997
1167,1167,-0.39764705,11.149542,3.914557,18.952108,18.736565
1168,1168,-0.20335945,25.682613,7.7818046,19.961205,18.08483
1169,1169,-0.45984626,18.702974,0.77536976,20.032434,17.909792
1170,1170,-0.15168267,27.820065,10.542466,20.240992,17.686598
1171,1171,-0.06173469,19.239988,10.799213,19.747274,16.625475
1172,1172,-0.03827014,18.926426,32.348312,20.735933,25.621693
1173,1173,-0.022517642,21.951452,20.371925,20.716576,25.58232
1174,1174,-0.003981686,23.076355,26.241919,21.393368,25.181133
1175,1175,-0.28539595,36.878456,22.6567,21.10227,25.427874
1176,1176,-0.10264251,29.935917,30.064083,21.14509,25.475245
1177,1177,-0.12067946,30.09866,20.710503,20.704817,25.519594
1178,1178,-0.0019531201,22.16002,25.953724,20.893408,25.565052
1179,1179,-0.13584647,14.854092,14.101749,20.500698,25.295761
1180,1180,-0.034001965,15.991988,21.368935,20.235826,25.288376
1181,1181,-0.13383526,20.644709,12.025728,19.730772,24.810207
1182,1182,-0.1362744,10.247876,19.72638,19.688583,24.858805
1183,1183,-0.07251031,17.32778,15.63568,19.000177,24.838404
1184,1184,-0.12074029,16.63015,12.868957,18.359446,24.85771
1185,1185,-0.014206703,18.940517,21.018736,17.988316,25.023361
1186,1186,-0.32151362,17.292122,5.0695167,18.535181,25.231571
1187,1187,-0.10756372,27.732737,16.263762,21.678581,25.828579
1188,1188,-0.0026013916,24.320225,26.1681,26.136305,25.671228
1189,1189,-0.02460485,20.499039,20.077349,19.819847,25.712822
1190,1190,-0.31610292,8.923256,10.735964,19.467218,25.69059
1191,1191,-0.03832948,21.21867,18.528973,19.982937,25.377958
1192,1192,-0.22618654,29.96154,13.381158,20.338617,25.636036
1193,1193,-0.02704672,19.206936,19.537867,20.043156,25.334612
1194,1194,-0.05894006,26.763798,21.604221,20.531204,25.73148
1195,1195,-0.11368046,30.954409,29.04559,21.201052,25.80932
1196,1196,-0.1660379,27.626324,13.313359,20.955446,25.619947
1197,1197,-0.19452551,32.26424,19.057405,20.537788,25.44676
1198,1198,-0.22740415,23.785795,8.726445,20.420559,25.217287
1199,1199,-0.30230194,31.527267,10.903678,20.512087,24.913515
1200,1200,-0.5598281,39.43854,15.555437,19.820625,24.855843
1201,1201,-0.031931203,18.902935,18.745253,19.892937,24.91929
1202,1202,-0.19142485,27.637531,13.3587265,19.56663,24.793581
1203,1203,-0.15945274,29.287594,17.568981,19.784218,24.988987
1204,1204,-0.20225444,25.425793,10.839323,19.702492,24.963745
1205,1205,-0.15302072,24.01035,12.1701975,19.87862,24.973724
1206,1206,-0.38171396,35.54776,18.094816,19.459734,25.22749
1207,1207,-0.2096265,25.84813,9.809336,21.496962,25.48196
1208,1208,-0.37942627,33.7458,11.596061,20.143423,25.787483
1209,1209,-0.20952916,30.525373,17.227062,19.633713,25.852665
1210,1210,-0.18024632,29.519257,15.46605,20.381487,25.749197
1211,1211,-0.20481493,36.664936,23.335064,22.459656,25.86963
1212,1212,-0.5307637,36.025856,6.7616343,20.974321,25.935677
1213,1213,-0.42491964,38.542965,13.540233,21.535023,25.814766
1214,1214,-0.38299596,34.857086,11.42739,20.842,25.982433
1215,1215,-0.030588217,27.27509,26.974722,21.913538,26.031189
1216,1216,-0.4614628,32.71103,4.4805036,21.953571,25.798508
1217,1217,-0.2512826,36.065414,23.934586,21.159462,25.998856
1218,1218,-0.3743673,37.57607,18.619526,20.676012,26.003428
1219,1219,-0.0510429,23.00576,18.583408,20.157763,26.048096
1220,1220,-0.00091451104,18.938467,26.224321,19.631804,25.60671
1221,1221,-0.27603492,23.406647,7.555824,18.928942,25.556864
1222,1222,-0.14817107,25.293253,17.369036,17.539938,25.45727
1223,1223,-0.42295438,20.267979,2.1911643,18.288502,25.285215
1224,1224,-0.06608928,15.310895,16.4396,16.810616,25.387308
1225,1225,-0.19453377,24.766794,15.452217,16.531086,24.73642
1226,1226,-0.37740967,30.717201,15.785404,17.13512,24.500593
1227,1227,-0.10624343,20.873734,14.178684,18.2734,25.249126
1228,1228,-0.024741095,23.59813,24.029875,19.37664,25.159855
1229,1229,-0.22411005,27.64446,12.525281,19.241026,25.427822
1230,1230,-0.06599733,17.251396,16.961624,19.597301,25.81771
1231,1231,-0.060789097,19.073748,16.598536,19.492836,25.458548
1232,1232,-0.052127443,20.708971,17.428068,19.855232,25.629868
1233,1233,-0.03842435,25.803232,21.371576,21.006966,25.358572
1234,1234,-0.10723564,15.907247,15.40064,20.652666,25.757423
1235,1235,-0.05439707,28.426477,23.195093,21.650541,25.891394
1236,1236,-0.1558599,32.873955,27.126047,21.125353,25.851484
1237,1237,-0.01100887,22.491634,28.558641,20.849276,25.368591
1238,1238,-0.11261323,28.689898,17.613424,20.935192,25.043276
1239,1239,-0.10282339,29.018305,19.793064,20.74964,25.260492
1240,1240,-0.030615818,21.906923,19.442352,20.074768,25.249954
1241,1241,-0.08216855,21.429132,15.143915,19.549458,24.98244
1242,1242,-0.07015208,24.927677,18.988113,19.30947,24.850292
1243,1243,-0.13861279,23.233803,13.629139,18.379524,25.030025
1244,1244,-0.37900424,18.401495,2.3332121,17.517557,17.834366
1245,1245,-0.027319063,13.901784,14.029489,16.426733,17.028158
1246,1246,-0.44998288,26.238798,5.7560844,15.725858,17.607792
1247,1247,-0.03954494,18.52341,14.242154,17.416275,19.615953
1248,1248,-0.14787498,23.7965,11.078259,17.727251,19.184221
1249,1249,-0.008958999,17.85335,22.510822,18.838398,20.041283
1250,1250,-0.015031346,21.788834,18.275564,18.776922,19.563322
1251,1251,-0.045861144,23.920311,22.841799,18.834326,20.087423
1252,1252,-0.15328178,28.783709,13.370483,19.944809,20.013065
1253,1253,-0.110568896,22.810413,10.366991,20.444616,19.04972
1254,1254,-0.16684082,23.459435,8.466821,21.272846,19.618795
1255,1255,-0.108740255,27.56032,12.627204,20.729082,18.845648
1256,1256,-0.10487389,16.22757,11.737225,20.766588,19.642555
1257,1257,-0.07704836,28.875994,20.74465,21.039331,18.457302
1258,1258,-0.27891278,17.813515,33.649467,20.998158,19.435768
1259,1259,-0.012872909,17.654194,17.875536,20.719673,19.059132
1260,1260,-0.045188535,14.981453,21.074602,20.486567,18.571413
1261,1261,-0.0251517,20.663504,23.152729,23.12916,19.33697
1262,1262,-0.0356157,32.93343,18.861008,26.05111,18.172022
1263,1263,-0.16063106,30.2241,29.775896,26.088102,19.282711
1264,1264,-0.022263777,20.689665,18.465893,26.215328,18.651852
1265,1265,-0.032766715,32.365482,17.377245,26.13766,19.171698
1266,1266,-0.015641784,26.314686,15.315503,26.120071,18.60291
1267,1267,-0.051615287,21.854727,13.643488,26.100018,18.872782
1268,1268,-0.026493285,30.44303,29.55697,26.068035,25.534237
1269,1269,-0.011597632,29.637114,27.126894,26.006124,25.571173
1270,1270,-0.0789063,24.628016,35.371986,25.807055,25.363163
1271,1271,-0.028765501,31.28968,28.710316,25.994278,25.48368
1272,1272,-0.033475462,28.494352,31.505646,25.715055,25.508688
1273,1273,-0.030861102,29.785187,30.214813,25.6264,25.430971
1274,1274,-0.048436783,33.515003,26.484997,25.637062,25.236338
1275,1275,-0.06822382,35.30961,24.690392,25.80992,25.48701
1276,1276,-0.02832545,30.269545,29.730455,25.821814,25.53589
1277,1277,-0.030606516,30.717365,29.282635,25.580858,25.58443
1278,1278,-0.03368227,28.1839,31.816095,25.540474,25.699226
1279,1279,-0.029811742,28.706053,31.293947,25.763088,25.739145
1280,1280,-0.03080441,31.543064,28.456932,25.718412,25.833054
1281,1281,-0.03881483,27.093142,32.90686,25.751032,25.835585
1282,1282,-0.029789899,31.390701,28.609299,25.75011,25.827972
1283,1283,-0.02844828,30.77295,29.227053,25.640833,25.870384
1284,1284,-0.08026072,35.269382,24.730618,25.203358,25.54124
1285,1285,-0.60819644,33.958588,26.041416,25.485592,25.858438
1286,1286,-0.0637011,34.510147,25.489855,25.43254,25.438753
1287,1287,-0.5348764,32.732647,27.267359,25.245989,24.867981
1288,1288,-0.6867738,31.612652,28.387352,23.788778,25.13873
1289,1289,-0.044875354,31.682947,28.317053,24.920872,25.126457
1290,1290,-0.044464476,29.207617,30.792381,25.082293,24.658504
1291,1291,-0.036125958,30.215076,29.784924,25.440454,24.97837
1292,1292,-0.07340388,27.759703,32.240295,25.488546,23.487629
1293,1293,-0.06431313,33.618557,26.381441,25.382706,22.884693
1294,1294,-0.09224328,25.555386,34.444614,25.347113,24.096573
1295,1295,-0.039266095,29.073734,30.926264,25.320044,24.984636
1296,1296,-0.88613224,26.068304,33.9317,25.326227,24.231384
1297,1297,-0.06256998,34.199898,25.800102,25.363203,24.310753
1298,1298,-0.06995176,34.70314,25.296862,25.305058,24.221292
1299,1299,-0.062912345,34.045452,25.954548,25.260246,24.261726
1300,1300,-0.052505072,33.158558,26.841444,25.348309,24.39313
1301,1301,-0.04361697,31.238844,28.761154,25.314518,24.370163
1302,1302,-0.08533488,35.73582,24.26418,25.29081,24.513935
1303,1303,-0.039996535,30.296091,29.70391,25.187857,24.812456
1304,1304,-0.049910422,27.80976,32.190243,24.868174,24.896437
1305,1305,-0.043216214,29.236061,30.763939,24.926735,24.853884
1306,1306,-0.045988683,31.974817,28.025185,25.047302,24.923944
1307,1307,-0.062441733,33.907585,26.092415,25.107702,24.963928
1308,1308,-0.7170835,26.195648,33.804356,25.420849,24.859957
1309,1309,-0.038757995,30.468288,29.531708,25.164268,24.986526
1310,1310,-0.037127137,29.213541,30.786459,25.385254,25.091633
1311,1311,-0.10985939,36.63921,23.360786,25.039871,25.16351
1312,1312,-0.03105012,31.432726,28.567274,25.99314,25.162739
1313,1313,-0.065811574,26.784548,33.21545,25.110296,24.483984
1314,1314,-0.03886388,30.531479,29.468523,25.473509,24.645206
1315,1315,-0.049838632,33.315193,26.684805,25.71055,24.031328
1316,1316,-2.9463108,26.205349,33.79466,25.399136,19.520699
1317,1317,-0.17863166,28.394304,31.605696,25.49159,19.91828
1318,1318,-0.10104944,33.870888,26.129108,25.418581,20.060228
1319,1319,-0.13251077,29.472227,30.527773,25.344542,20.51099
1320,1320,-1.2363636,31.215342,28.784662,26.023335,20.127699
1321,1321,-0.069972515,28.333233,26.566309,25.917585,19.501139
1322,1322,-0.2756061,24.094349,33.07229,25.992693,19.019789
1323,1323,-0.001047109,26.80983,18.597187,26.007782,19.247982
1324,1324,-0.119692616,34.384068,11.387308,25.935284,17.934238
1325,1325,-0.035873972,31.316643,22.788204,26.127619,19.31637
1326,1326,-0.0031109196,25.495955,19.250282,26.058397,17.89279
1327,1327,-0.08471662,20.964079,26.284641,26.038734,19.290594
1328,1328,-0.041448098,18.657963,17.887934,26.169096,18.302877
1329,1329,-0.0013121355,24.85951,18.940813,26.150082,19.204556
1330,1330,-0.005016135,26.54676,17.046646,26.197535,18.925371
1331,1331,-0.072404325,29.797434,12.111843,26.223698,18.786734
1332,1332,-0.08440503,15.635823,17.055696,26.21226,18.488306
1333,1333,-0.08687479,15.457701,17.45335,26.400024,18.26067
1334,1334,-0.089329466,19.860954,11.799096,26.139606,18.091206
1335,1335,-0.065302484,17.902063,15.013107,26.212599,18.1638
1336,1336,-0.13922137,16.873238,25.056099,26.25977,18.049786
1337,1337,-0.011204035,26.362148,20.763758,26.290388,18.06065
1338,1338,-0.029153097,20.724533,20.028576,26.317625,17.968792
1339,1339,-0.055632852,18.078518,20.019377,26.334888,17.972248
1340,1340,-0.012154762,28.515596,16.94002,26.449135,19.582184
1341,1341,-0.002995811,28.23829,18.08949,26.359358,18.65234
1342,1342,-0.0014900903,24.903423,18.684093,26.301762,18.918594
1343,1343,-0.039536923,22.993597,14.512633,26.43825,19.329435
1344,1344,-0.047473267,29.426384,13.685799,26.424934,19.17948
1345,1345,-0.100777924,15.706764,16.690117,26.452328,20.634365
1346,1346,-0.11554342,31.49645,27.83574,26.394613,19.32846
1347,1347,-0.026370533,20.379618,18.255142,26.305653,19.107908
1348,1348,-0.030977666,21.18752,15.82972,26.29619,18.746815
1349,1349,-0.25224733,9.781194,23.379704,26.33277,17.568445
1350,1350,-0.16206855,15.833253,10.335324,26.437614,17.342329
1351,1351,-0.00093931536,27.1407,18.084627,26.084438,17.809374
1352,1352,-0.3110316,25.132912,34.86709,26.20021,19.504349
1353,1353,-0.111824736,14.564796,22.562538,26.247217,19.453465
1354,1354,-0.17145629,19.643867,29.594643,26.189598,19.348341
1355,1355,-0.106064305,32.67475,27.325247,26.236483,19.661888
1356,1356,-0.048909836,19.42246,23.14037,26.361206,19.796268
1357,1357,-0.027417026,25.723362,15.023577,26.216654,19.597918
1358,1358,-0.12234842,13.781643,21.800064,26.319136,19.23559
1359,1359,-0.052089334,27.751709,24.912128,26.29595,18.901691
1360,1360,-0.17149237,20.96759,28.633001,26.283398,18.477459
1361,1361,-0.0143165225,21.753927,17.369072,26.180836,17.482006
1362,1362,-0.3506246,12.240596,28.488874,26.296766,17.322453
1363,1363,-0.039466746,24.140171,23.751228,26.209301,18.707188
1364,1364,-0.21888974,27.864357,32.135643,26.160522,19.37708
1365,1365,-0.21908204,22.493402,32.61258,26.157608,19.801832
1366,1366,-0.18080154,26.507761,32.516296,26.24312,20.306822
1367,1367,-0.035304185,21.43226,24.463457,26.21065,20.50034
1368,1368,-0.016786717,26.503693,23.631596,26.151762,19.980453
1369,1369,-0.054013535,18.468798,22.478743,26.159676,19.598812
1370,1370,-0.097399436,23.883492,10.591042,25.933784,18.719423
1371,1371,-0.06990259,26.221434,26.509094,26.069397,19.295341
1372,1372,-0.10184464,22.391687,26.80287,26.128315,18.7687
1373,1373,-0.0023315814,27.37556,19.674648,25.896193,18.965118
1374,1374,-0.3089347,26.167793,33.832207,26.305029,18.942694
1375,1375,-0.026539693,20.167278,19.082565,26.204138,19.03868
1376,1376,-0.013143854,29.804367,19.914143,26.165808,18.381655
1377,1377,-0.04501355,18.926718,16.838993,26.098175,19.14597
1378,1378,-0.19696587,11.306129,23.645529,26.199877,18.676748
1379,1379,-0.09485527,14.665739,17.932247,25.933456,18.49714
1380,1380,-0.23896092,16.311073,30.095913,25.874323,18.997288
1381,1381,-0.01989149,24.19512,21.632961,25.91926,18.208988
1382,1382,-0.14513919,15.131598,12.460105,25.93543,18.927355
